timestamp,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,ax,ay,az,gx,gy,gz
1755583235.641,0.0,0.0,0.0,0.0,0.0,0.0,0.06392233501749786,0.0,0.0,0.0499852129002272,0.0,0.06571186047129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01318359375,-0.0172119140625,0.99951171875,0.1220703050494194,-0.0610351525247097,-0.1220703050494194
1755583235.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0706849187993554,0.0,0.0,0.047908012712373764,0.0,0.06571186047129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0140380859375,-0.0172119140625,1.000244140625,0.1220703050494194,0.0,-0.1220703050494194
1755583235.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0706849187993554,0.0,0.010414805942789413,0.0499852129002272,0.0,0.06571186047129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0150146484375,-0.0177001953125,0.9998779296875,0.1220703050494194,0.0,-0.0610351525247097
1755583235.701,0.0,0.0,0.0,0.0,0.0,0.0,0.06838242224293387,0.0,0.0,0.0499852129002272,0.0,0.06571186047129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014892578125,-0.017822265625,0.999267578125,0.0610351525247097,0.0,-0.1220703050494194
1755583235.721,0.0,0.0,0.0,0.0,0.0,0.0,0.05965246710895056,0.0,0.0,0.0499852129002272,0.0,0.06222381093662892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013671875,-0.0177001953125,0.9991455078125,0.0610351525247097,0.0,-0.0610351525247097
1755583235.741,0.0,0.0,0.0,0.0,0.0,0.0,0.06392233501749786,0.0,0.0,0.0499852129002272,0.0,0.06927142964710502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01416015625,-0.0167236328125,0.9990234375,0.0610351525247097,0.0,-0.0610351525247097
1755583235.761,0.0,0.0,0.0,0.0,0.0,0.0,0.06392233501749786,0.0,0.011728883324801122,0.0499852129002272,0.0,0.06927142964710502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0145263671875,-0.0172119140625,0.9984130859375,0.0610351525247097,0.0,-0.1220703050494194
1755583235.781,0.0,0.0,0.0,0.0,0.0,0.0,0.06392233501749786,0.0,0.0,0.047908012712373764,0.0,0.06927142964710502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013427734375,-0.017333984375,0.99951171875,0.1220703050494194,0.0,-0.0610351525247097
1755583235.801,0.0,0.0,0.0,0.0,0.0,0.0,0.06392233501749786,0.0,0.0,0.0499852129002272,0.0,0.06571186047129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013427734375,-0.017578125,0.9993896484375,0.1220703050494194,0.0,0.0
1755583235.822,0.0,0.0,0.0,0.0,0.0,0.0,0.06838242224293387,0.0,0.0,0.047908012712373764,0.0,0.06927142964710502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0142822265625,-0.01708984375,0.99951171875,0.1220703050494194,-0.0610351525247097,-0.1220703050494194
